beta.(Intercept),beta.veg1,alpha.(Intercept),alpha.sal,alpha.twg,delta.(Intercept),delta.sal,delta.fish,delta.turb
-1.060567,1.807663,1.302331,-0.02790922,-0.001587209,1.161763,-0.03928515,-0.001784629,0.001633335
-0.3980957,1.165801,1.457541,-0.03978242,-0.003061705,1.223139,-0.03873505,-0.001483622,0.001314806
-0.403664,0.8180291,1.692726,-0.04783716,-0.003185893,1.087171,-0.04325985,-0.001621657,0.002147853
-0.403664,0.8180291,1.190679,-0.0310029,-0.001014012,1.020607,-0.03812928,-0.0008692826,0.001748283
-0.403664,0.8180291,1.08132,-0.02558471,-0.001238351,0.9888641,-0.04665103,-0.001365537,0.002533837
-0.9302021,1.945469,1.088573,-0.03177106,0.00219871,1.026845,-0.04132192,-0.001728112,0.002368589
-0.9302021,1.945469,1.088573,-0.03177106,0.00219871,1.109932,-0.04639075,-0.001707164,0.002174169
-0.6762805,0.960857,1.088573,-0.03177106,0.00219871,1.152575,-0.03990762,-0.001197169,0.001216435
-0.6762805,0.960857,1.260589,-0.02986301,-0.0009007879,1.115984,-0.04561733,-0.002026071,0.002457817
-0.6762805,0.960857,0.8845259,-0.02157087,0.007550428,1.230361,-0.0493707,-0.002128345,0.002190187
-0.6347843,1.893098,0.8368044,-0.02778161,0.008282384,1.034576,-0.04019918,-0.001225125,0.001930905
-1.022771,1.665988,1.366288,-0.0404139,-0.0005200507,1.204084,-0.05117149,-0.001800008,0.002525367
-0.8895585,1.510818,0.9091353,-0.02105287,0.002216035,1.143126,-0.04743633,-0.001552346,0.002099298
-0.5548737,1.720756,0.9091353,-0.02105287,0.002216035,0.947823,-0.04123121,-0.001605931,0.002315121
-0.8161209,1.54031,1.367277,-0.02695165,-0.002593081,1.089557,-0.03544081,-0.001016881,0.001067312
-0.7450413,1.329915,1.425545,-0.04822654,0.006748762,1.020083,-0.03751699,-0.001217596,0.002111415
-0.7450413,1.329915,1.249602,-0.03632951,-0.0007332972,0.9013509,-0.04106514,-0.00110968,0.002244584
-0.7450413,1.329915,1.249602,-0.03632951,-0.0007332972,1.184491,-0.04566712,-0.001988896,0.002135876
-0.5285555,1.077312,0.9826284,-0.02029099,-3.837082e-05,1.031432,-0.04338304,-0.001755122,0.002376504
-0.5285555,1.077312,1.163159,-0.02177833,0.003947866,1.063561,-0.05159544,-0.001800014,0.002818004
-0.7012486,1.527662,1.370218,-0.03623838,0.0006731007,0.954044,-0.04609854,-0.001576442,0.002885927
-0.7012486,1.527662,1.301318,-0.02718141,0.002521516,0.7942637,-0.04722434,-0.001531325,0.003503424
-0.7012486,1.527662,1.491319,-0.04306748,-0.003075916,1.005688,-0.04067625,-0.001263843,0.002318012
-0.7012486,1.527662,1.21142,-0.03270348,0.006855333,0.9983138,-0.04183161,-0.001522147,0.002396871
-0.4631591,1.650649,1.107323,-0.03168244,0.00140583,0.9623819,-0.05400467,-0.001637206,0.003238493
-0.4631591,1.650649,1.186803,-0.03196033,0.001928222,0.8775651,-0.03964552,-0.001292899,0.002326002
-0.4631591,1.650649,1.141111,-0.02500535,0.00804044,1.174149,-0.04080846,-0.001443172,0.001491079
-0.4631591,1.650649,0.7359923,-0.02167604,0.005157468,0.8939257,-0.04153496,-0.001341982,0.002376989
-1.210431,1.655636,1.336296,-0.03212238,0.003269406,1.101862,-0.05375162,-0.001980913,0.00305519
-0.912626,1.77512,1.310276,-0.02653845,-0.000993182,0.9417748,-0.0411594,-0.0009665406,0.002244799
-0.5614382,1.743237,1.094323,-0.02935961,0.007188874,1.035782,-0.03982851,-0.00115779,0.001821518
-0.6753912,1.801614,1.33132,-0.03162665,0.0002881527,1.040591,-0.03157414,-0.001066932,0.001376133
-0.8274665,1.436351,1.355523,-0.03996225,0.005153585,0.9841625,-0.04386745,-0.001417973,0.002395993
-0.9617147,2.172734,1.437365,-0.04384025,0.003223502,1.07727,-0.05071258,-0.001712241,0.002607784
-1.279489,1.555267,1.028374,-0.01868423,0.002541121,1.07727,-0.05071258,-0.001712241,0.002607784
-0.2140799,1.549308,1.2657,-0.03360209,-0.003073399,0.901902,-0.04731526,-0.00124907,0.002539375
-0.05321284,0.7550453,1.345346,-0.03012792,-0.0033449,1.088389,-0.03978313,-0.001316246,0.001833579
-0.05321284,0.7550453,1.252403,-0.0330888,0.004294444,1.128411,-0.04268919,-0.001515452,0.002189591
-0.05321284,0.7550453,1.41389,-0.03701839,-0.005199135,1.184253,-0.03802483,-0.001606998,0.00156857
-0.05321284,0.7550453,0.9408467,-0.01894875,0.004980923,1.160259,-0.04655549,-0.001779711,0.002325042
-0.665474,1.378102,1.15883,-0.02411963,0.001612028,0.9548037,-0.04819184,-0.001625965,0.002914393
-0.665474,1.378102,1.15883,-0.02411963,0.001612028,0.9548037,-0.04819184,-0.001625965,0.002914393
-0.08892846,0.6607385,1.269667,-0.03477163,-0.0006256403,0.9548037,-0.04819184,-0.001625965,0.002914393
-0.5870005,1.434038,1.207895,-0.02696939,0.002060795,1.053863,-0.03784168,-0.001472941,0.001573277
-0.6403089,1.267589,1.207895,-0.02696939,0.002060795,1.13106,-0.03933676,-0.001410321,0.001748976
-0.6403089,1.267589,1.051565,-0.02917626,0.007193599,0.9362025,-0.03249138,-0.00137492,0.001592148
-0.7811447,1.033377,1.007569,-0.02034361,-0.00139025,1.10461,-0.03226823,-0.001283983,0.001445712
-0.4400867,1.351608,1.457598,-0.03690873,-0.004770002,1.116492,-0.04627086,-0.001942839,0.002305959
-0.4400867,1.351608,1.27779,-0.02496583,-0.00143528,0.9830331,-0.04276307,-0.001519933,0.002665152
-0.4400867,1.351608,1.341602,-0.03807452,-0.0009464101,1.135842,-0.04742397,-0.001290007,0.001940358
-0.8539917,1.839401,1.255192,-0.02497121,0.0005785208,1.22633,-0.04679247,-0.001577832,0.001942677
-0.8539917,1.839401,1.255192,-0.02497121,0.0005785208,1.189061,-0.04335992,-0.00159283,0.001785484
-1.085174,1.437142,1.220619,-0.03378043,0.004098006,1.130094,-0.0379141,-0.001529331,0.001861954
-0.5464463,1.186004,1.236641,-0.02438409,-0.0002113451,0.9158186,-0.03510288,-0.001260218,0.002177113
-0.5464463,1.186004,1.075525,-0.02494257,0.001144993,0.8906608,-0.02479692,-0.001147869,0.001232915
-0.5464463,1.186004,1.075525,-0.02494257,0.001144993,1.118686,-0.04333412,-0.00170017,0.002137694
-0.5464463,1.186004,1.075525,-0.02494257,0.001144993,1.191225,-0.04090761,-0.00155165,0.001510897
-0.5464463,1.186004,1.275205,-0.03627826,-0.0004529487,1.087941,-0.04873363,-0.001684029,0.002304151
-0.5464463,1.186004,1.275205,-0.03627826,-0.0004529487,1.169094,-0.04783552,-0.001341021,0.001943918
-0.1913831,1.145423,1.286224,-0.03027317,0.007141856,1.12624,-0.04525962,-0.001962012,0.002171594
-0.1913831,1.145423,1.043615,-0.02295683,0.004019725,1.220384,-0.03811652,-0.001215184,0.001376448
-0.1913831,1.145423,1.091755,-0.01851445,0.0005368447,1.186012,-0.044234,-0.001641293,0.002134865
-0.6906946,0.8182985,1.091755,-0.01851445,0.0005368447,0.8668604,-0.04958232,-0.001529948,0.003072954
-0.6906946,0.8182985,1.10182,-0.01919078,0.00348903,0.9242868,-0.05150266,-0.001779777,0.003557389
-0.6906946,0.8182985,1.383827,-0.03029594,0.0007828494,1.150711,-0.05070801,-0.002280472,0.002402211
-0.2499055,1.211359,1.344188,-0.0274934,-0.001427461,1.150711,-0.05070801,-0.002280472,0.002402211
-0.2499055,1.211359,1.344188,-0.0274934,-0.001427461,1.150711,-0.05070801,-0.002280472,0.002402211
-0.2499055,1.211359,1.344188,-0.0274934,-0.001427461,1.150711,-0.05070801,-0.002280472,0.002402211
-0.5109915,0.8504568,1.287626,-0.03295449,0.001902055,1.077361,-0.04326589,-0.001681859,0.002033131
-0.9039836,1.245112,1.521643,-0.03999433,-0.002670478,1.074527,-0.0404379,-0.001825654,0.002109629
-0.6197516,1.179315,1.232692,-0.02741374,0.00341013,1.097295,-0.03864092,-0.001418802,0.001514566
-0.7812857,1.461498,1.453068,-0.03408772,-0.002949475,1.101005,-0.03581448,-0.001510801,0.001370306
-0.7812857,1.461498,1.276149,-0.02734994,0.001909426,1.103294,-0.03971415,-0.001254595,0.001850662
-0.09572516,0.7325114,1.184384,-0.03620425,0.003493376,0.9571568,-0.04827579,-0.001595419,0.002850374
-0.5063032,0.867623,0.8292096,-0.01038572,0.003224238,0.9300293,-0.04289971,-0.001374154,0.002689801
-0.5063032,0.867623,1.398177,-0.02848778,-0.003449352,1.123568,-0.04410081,-0.001410605,0.00209181
-0.5063032,0.867623,1.217713,-0.03085943,-0.001497422,1.022652,-0.0420981,-0.0015508,0.002579848
-0.9435219,0.8259538,1.129719,-0.03435111,0.005710909,1.030217,-0.05059584,-0.001579311,0.002699544
-0.3587696,0.7480124,1.397107,-0.03672848,-0.001308982,1.171779,-0.05269337,-0.002068885,0.002799225
-0.9880961,1.719489,1.425159,-0.04083672,0.004958813,1.041334,-0.04938986,-0.00156277,0.002561091
-1.114558,1.334783,1.394961,-0.02923609,0.0002749868,1.155925,-0.04697778,-0.001727531,0.002079058
-0.8201333,1.517207,1.345541,-0.0389895,0.003049407,1.137919,-0.04295451,-0.001241986,0.001752713
-0.8201333,1.517207,1.219848,-0.02435334,-0.0001988616,1.015322,-0.04856609,-0.002059743,0.003077108
-0.7222333,1.622935,1.368883,-0.02264289,0.0002493122,1.015322,-0.04856609,-0.002059743,0.003077108
-0.7222333,1.622935,1.18957,-0.02512208,0.004379641,0.9710671,-0.04105172,-0.001378869,0.002419979
0.2041639,0.5468951,1.467354,-0.04822157,0.001730992,0.9264066,-0.03686798,-0.001272881,0.00206429
0.2041639,0.5468951,1.477261,-0.04197695,0.0008681238,1.026055,-0.02967896,-0.001160371,0.00116131
0.2041639,0.5468951,1.703914,-0.04998923,-0.00711101,1.05204,-0.03836779,-0.001616093,0.001742486
0.2041639,0.5468951,1.193508,-0.03355438,0.003300395,1.011189,-0.04352774,-0.0012542,0.002267716
-0.104065,1.139266,0.9879056,-0.01899232,-0.003957858,0.9534319,-0.04569816,-0.001613049,0.002814464
-0.104065,1.139266,1.36141,-0.04061858,-0.003247149,0.9534319,-0.04569816,-0.001613049,0.002814464
-0.6782041,1.381614,1.127178,-0.0207124,0.001623621,1.00308,-0.03897664,-0.001476541,0.002151253
-0.6782041,1.381614,1.127178,-0.0207124,0.001623621,1.028152,-0.03852217,-0.001542426,0.001945853
-1.048411,1.686257,0.9446041,-0.0155,0.004068545,0.983731,-0.04670226,-0.001511914,0.00256034
-0.421534,1.42938,0.7570463,-0.0163369,0.005101292,0.9711618,-0.04566402,-0.000960808,0.002365065
-0.421534,1.42938,1.084298,-0.02416436,0.003862876,0.9326999,-0.04128421,-0.001118762,0.002286806
-0.7016566,1.0993,1.027739,-0.0232641,0.006788766,0.9326999,-0.04128421,-0.001118762,0.002286806
-0.6299419,1.939763,1.027739,-0.0232641,0.006788766,0.9326999,-0.04128421,-0.001118762,0.002286806
-0.6299419,1.939763,1.066874,-0.02672582,0.001197995,1.070754,-0.04393447,-0.001496121,0.002365306
-1.271745,1.788601,0.6611534,-0.02160736,0.005278176,1.105592,-0.03079402,-0.001370399,0.0009175233
-0.9338598,1.689844,1.003796,-0.0167704,0.00152763,0.7959362,-0.03852662,-0.001345,0.002441268
-0.183686,0.9288161,1.003796,-0.0167704,0.00152763,1.113887,-0.04259648,-0.001571586,0.002023075
-0.183686,0.9288161,1.132122,-0.03444889,-0.00117169,0.9690368,-0.03902083,-0.001850566,0.002572963
-0.183686,0.9288161,1.226303,-0.0286049,0.0002753679,1.126731,-0.04802882,-0.001813197,0.00256072
-0.9338734,1.415585,1.229231,-0.03529004,0.007012543,1.095244,-0.04728537,-0.001609807,0.002053316
-1.315125,1.989805,1.249887,-0.02979684,-0.0009808612,1.067911,-0.03437223,-0.001878439,0.001836956
-1.315125,1.989805,1.579092,-0.04076245,-0.001900564,1.178901,-0.04180205,-0.001439074,0.001922885
-1.183996,2.399408,1.244352,-0.02652661,0.003386651,1.076496,-0.04798444,-0.001559159,0.002377061
-0.8556665,1.375249,1.301717,-0.03465937,-0.0007249461,1.085454,-0.05051029,-0.001544302,0.002550118
-1.065157,1.23347,1.154671,-0.02623188,0.006047082,1.156946,-0.04039646,-0.001293679,0.001511949
-1.165469,1.80808,1.236758,-0.03661746,0.005056985,1.149237,-0.03804758,-0.001448259,0.001634555
-0.843201,1.355956,0.909252,-0.02137178,0.00197353,1.105816,-0.03404909,-0.001716651,0.001427673
-0.843201,1.355956,0.909252,-0.02137178,0.00197353,1.055666,-0.04044523,-0.001258553,0.001920971
-0.843201,1.355956,0.909252,-0.02137178,0.00197353,1.065782,-0.04845637,-0.001780711,0.002522761
-0.843201,1.355956,1.242277,-0.03274312,-0.000147311,0.9876599,-0.04487199,-0.001347328,0.002647596
-0.843201,1.355956,1.492394,-0.04356225,0.002760183,0.9876599,-0.04487199,-0.001347328,0.002647596
-0.7396511,1.401665,1.275498,-0.04394919,0.003762181,0.9371656,-0.03702638,-0.00098023,0.001763077
-0.7396511,1.401665,1.150125,-0.03029023,0.003316061,0.9602018,-0.04205333,-0.001374202,0.002665327
-0.7396511,1.401665,1.439942,-0.04461452,-0.004449429,1.009557,-0.0349697,-0.001546864,0.00185302
-0.5844759,1.272511,0.8787254,-0.02047388,0.001178996,0.9130875,-0.04242006,-0.001687345,0.002574208
-0.4997095,1.688698,0.8787254,-0.02047388,0.001178996,0.8890186,-0.04302931,-0.001205428,0.002459221
-0.803981,1.205263,0.8787254,-0.02047388,0.001178996,1.015238,-0.03967146,-0.001799624,0.002245402
-0.9961001,1.467358,1.109904,-0.02644344,0.007449757,1.121761,-0.03696161,-0.0008512932,0.001013133
-0.9527771,1.770701,0.8406552,-0.008553237,0.002242489,1.020032,-0.04217503,-0.0017356,0.002453788
-0.9527771,1.770701,1.441551,-0.03422839,0.002854413,1.142999,-0.03406317,-0.001609368,0.001589595
-1.071137,1.389224,1.265525,-0.03668076,0.00116549,1.098631,-0.04029994,-0.00120296,0.001611866
-0.6509248,1.425608,0.7950976,-0.02048714,0.004686652,1.057294,-0.04192409,-0.001404697,0.001988263
-0.2602115,1.41649,0.872276,-0.01968584,0.002952975,1.162035,-0.03120608,-0.001640292,0.001325521
-0.2602115,1.41649,1.144727,-0.02723791,-0.0004720528,1.092761,-0.04285531,-0.001795096,0.002042388
0.01614629,0.876338,1.391255,-0.03680073,0.0009523705,1.021,-0.04050952,-0.001023756,0.002251945
0.01614629,0.876338,1.633039,-0.04397745,-0.001020456,1.113065,-0.04174679,-0.00147919,0.002006904
-0.3984002,1.214924,1.621959,-0.0404837,-0.003800057,1.144891,-0.04562573,-0.00237471,0.002365155
-0.3984002,1.214924,1.72379,-0.04466948,-0.004987751,0.9628306,-0.04735064,-0.001470528,0.002844475
-0.343574,1.160085,1.284284,-0.03678493,-0.002790501,1.019966,-0.04931801,-0.001772536,0.002830326
-0.343574,1.160085,0.9404562,-0.01930598,0.00491296,1.104352,-0.0563151,-0.001685842,0.002825293
-0.343574,1.160085,0.9404562,-0.01930598,0.00491296,1.10858,-0.03922233,-0.001532423,0.001528576
-0.343574,1.160085,1.505934,-0.04052336,-0.002533346,1.09665,-0.0405248,-0.001225263,0.001891296
-0.343574,1.160085,1.246931,-0.03112613,-0.002295345,1.166364,-0.04788053,-0.001393748,0.002136882
-1.046131,2.482364,1.382124,-0.04239708,0.005324673,0.9664928,-0.05199666,-0.001850718,0.00339746
-0.4916669,1.390807,1.372144,-0.0249648,-0.0007241009,0.9664928,-0.05199666,-0.001850718,0.00339746
-1.177983,2.290259,1.133656,-0.02652373,-0.005037487,0.9664928,-0.05199666,-0.001850718,0.00339746
-1.108245,1.492211,1.186329,-0.03665295,-0.001536818,0.7485443,-0.04365355,-0.001135359,0.003068719
-1.273082,2.040101,1.095373,-0.02747436,0.004042156,1.07238,-0.04542611,-0.001195211,0.002193051
-0.4730337,1.384512,0.766026,-0.01266666,0.002207597,1.07238,-0.04542611,-0.001195211,0.002193051
-0.4730337,1.384512,0.9864325,-0.02349107,-0.001923907,1.013052,-0.03091548,-0.001296253,0.001815474
-0.4730337,1.384512,1.366073,-0.03940121,0.0007340186,1.140291,-0.03774,-0.001349746,0.001643525
-0.4730337,1.384512,1.134107,-0.02196651,0.004062354,1.213925,-0.0445166,-0.001651444,0.00172401
-0.4730337,1.384512,1.162246,-0.03181182,0.005076875,1.059766,-0.0315673,-0.000777462,0.0007796902
-0.4730337,1.384512,1.182815,-0.03780162,0.005323747,1.123832,-0.0346497,-0.00149096,0.00153569
-0.4730337,1.384512,1.318476,-0.03159473,-0.001532753,1.039893,-0.04006536,-0.002141013,0.002317332
-0.4730337,1.384512,1.122202,-0.02653145,-0.006571549,1.039893,-0.04006536,-0.002141013,0.002317332
-0.4730337,1.384512,1.19209,-0.03038224,0.00324022,1.079392,-0.03772758,-0.001520036,0.002098357
-0.4730337,1.384512,1.324545,-0.03346682,-0.0004707821,1.187357,-0.04564589,-0.001431855,0.001735081
-0.4730337,1.384512,0.8905851,-0.0135461,0.004347733,1.12355,-0.04008394,-0.001365075,0.00167151
-0.4730337,1.384512,1.239298,-0.02918208,0.00145808,1.137062,-0.04311437,-0.001841988,0.002220131
-0.4730337,1.384512,1.649522,-0.04107909,-0.004186961,0.9038068,-0.04136962,-0.001389881,0.002715853
-0.4730337,1.384512,1.420248,-0.03607143,0.002146495,0.8768028,-0.03579987,-0.001174213,0.002490608
-0.2626263,1.3924,1.060217,-0.02838469,0.002166603,0.943923,-0.03717383,-0.001524584,0.00227748
-0.2626263,1.3924,1.138951,-0.02458654,0.009073327,0.943923,-0.03717383,-0.001524584,0.00227748
-0.2626263,1.3924,1.548682,-0.04148975,-0.002548025,1.140542,-0.04440422,-0.001358064,0.00180906
-0.3772184,1.021395,1.473491,-0.0367362,0.005791334,1.0155,-0.0405605,-0.001358266,0.001949717
-1.132749,1.777372,1.223779,-0.03041482,-0.001078305,1.139504,-0.03555113,-0.001361348,0.001461558
-0.6368003,0.9223637,1.350573,-0.03345692,0.001195784,0.9497922,-0.03611455,-0.0007999656,0.001734723
-0.8227171,1.620325,1.513355,-0.03987058,-0.001537487,1.04037,-0.03863709,-0.001613122,0.001688024
-1.065465,1.726496,1.197724,-0.02214037,-0.0007047227,1.036176,-0.03897376,-0.00148142,0.001788886
-0.7572356,1.19439,1.512109,-0.04005701,-0.002434141,1.05628,-0.03985089,-0.001303673,0.001722674
-0.2690831,1.391717,1.634977,-0.04059286,-0.002093722,1.11288,-0.03430568,-0.001734395,0.001597766
-0.2690831,1.391717,1.314286,-0.03893529,-3.013683e-05,1.004782,-0.04420587,-0.001623742,0.002572456
-0.2690831,1.391717,1.124243,-0.02604059,0.0007104893,1.252228,-0.0373826,-0.001415745,0.00117421
-0.8231683,1.519381,1.246549,-0.03362691,0.002098282,1.007527,-0.0463894,-0.001664237,0.002461541
-0.7615259,1.521038,1.246549,-0.03362691,0.002098282,1.076455,-0.04207502,-0.001120266,0.002061978
-0.7615259,1.521038,1.225635,-0.02862048,0.0007962567,1.002189,-0.04407491,-0.001574404,0.001989601
-0.7615259,1.521038,0.9874964,-0.02183346,0.003524903,1.044161,-0.04930437,-0.00123538,0.002307176
-0.7615259,1.521038,0.9874964,-0.02183346,0.003524903,1.044161,-0.04930437,-0.00123538,0.002307176
-0.3134342,0.9202233,1.003627,-0.01802734,0.007632501,1.257999,-0.04376074,-0.001156908,0.001629002
-0.3134342,0.9202233,0.8209679,-0.02076024,0.007482849,1.025212,-0.03363883,-0.001128946,0.001747952
-0.9845366,1.377485,0.8209679,-0.02076024,0.007482849,1.023191,-0.03964494,-0.001381579,0.002268555
-0.9845366,1.377485,1.078813,-0.02627157,-0.0001764922,1.014078,-0.04453344,-0.001211105,0.002460143
-1.153258,2.070537,1.36964,-0.02982312,0.0009590489,0.9381021,-0.04000275,-0.0007489852,0.002044517
-0.5977569,1.429918,1.273835,-0.03088116,0.0005347064,0.9381021,-0.04000275,-0.0007489852,0.002044517
-0.5977569,1.429918,1.132138,-0.02672031,0.0003530271,0.9204963,-0.03565371,-0.001639645,0.002257585
-0.5977569,1.429918,1.550183,-0.03939168,-0.003443843,1.025424,-0.04192597,-0.001444306,0.002188283
-0.6560425,1.368837,1.256667,-0.03305476,0.0006416046,1.025424,-0.04192597,-0.001444306,0.002188283
-0.6560425,1.368837,1.380749,-0.0316081,-0.004537738,1.042054,-0.04071499,-0.001951589,0.0022986
-0.6560425,1.368837,0.9479709,-0.02189891,0.00183978,1.027985,-0.04469315,-0.00147717,0.002148388
-0.6560425,1.368837,0.6854719,-0.01253874,0.007026797,0.9935402,-0.04586073,-0.0007572437,0.00220376
0.01045166,0.9430348,0.6854719,-0.01253874,0.007026797,0.9398118,-0.03376419,-0.001069284,0.001535173
-0.3580269,1.001414,1.301478,-0.04148016,-0.0003794723,0.969271,-0.03520263,-0.0009281595,0.001484663
-0.3580269,1.001414,1.178671,-0.03321191,0.005808226,1.02498,-0.02996941,-0.001460701,0.001165729
-0.3580269,1.001414,1.390942,-0.03405921,0.0006107919,1.026059,-0.03499429,-0.001094684,0.00158994
-0.3580269,1.001414,1.384488,-0.03860486,0.002932702,1.089895,-0.04284482,-0.001886408,0.002378727
-0.639803,1.179667,1.198166,-0.03929853,-0.0004934006,1.173351,-0.05232392,-0.002011636,0.002462693
-0.77949,1.814575,1.134163,-0.02859466,0.000167351,0.9400425,-0.04280325,-0.001550763,0.002284696
-0.77949,1.814575,1.131022,-0.02960618,0.004086084,1.07574,-0.0364751,-0.001181844,0.001674776
-0.77949,1.814575,1.395052,-0.04055692,-0.00111622,1.354362,-0.04085072,-0.001820152,0.001101012
-0.998334,1.693153,1.61085,-0.04568112,0.004687872,1.204891,-0.04540437,-0.00165234,0.001653255
-0.6980383,1.315228,1.078889,-0.01602431,-0.0003868469,0.9868658,-0.04820659,-0.001817715,0.002779985
-0.6980383,1.315228,1.545187,-0.02541645,-0.002540341,1.051665,-0.04969311,-0.001488351,0.00255229
-0.6980383,1.315228,1.112983,-0.03156502,0.005489559,1.036305,-0.0399428,-0.001302578,0.001932562
-0.6980383,1.315228,1.112983,-0.03156502,0.005489559,1.036305,-0.0399428,-0.001302578,0.001932562
-0.6980383,1.315228,1.112983,-0.03156502,0.005489559,1.119269,-0.04923708,-0.002018555,0.002324408
-0.8738866,1.318145,1.112983,-0.03156502,0.005489559,1.085484,-0.04567954,-0.001796865,0.002294726
-0.8738866,1.318145,1.336953,-0.03284432,-0.000816858,1.490246,-0.0361721,-0.001756228,0.0004176084
-0.9651016,1.902388,1.123785,-0.02650995,-0.005663106,1.031643,-0.04498734,-0.00155109,0.002397278
-0.510097,1.047608,1.224237,-0.02938891,0.003680202,1.054479,-0.04011216,-0.001718025,0.002482286
-0.2351992,0.6839682,1.234468,-0.03022487,0.0007321831,0.8431503,-0.04226856,-0.001360793,0.002671744
-0.8059065,1.642764,1.267021,-0.03572552,0.00188271,1.015558,-0.04328865,-0.00149206,0.002601027
-0.5057524,1.410823,1.148472,-0.02263827,0.003747251,1.118317,-0.03684222,-0.001481671,0.001511259
-0.5057524,1.410823,1.236475,-0.03085129,-0.003165704,0.979864,-0.03535007,-0.001059424,0.001920585
-1.240816,1.824407,0.7578914,-0.01537614,0.005358528,1.01386,-0.03716435,-0.001292936,0.001807332
-0.7097207,1.229874,1.08512,-0.02882529,0.002292612,0.8713649,-0.03912636,-0.001221395,0.002579555
-0.5566384,1.796845,1.419223,-0.04604378,0.001704067,1.247612,-0.0407244,-0.001470288,0.001349524
-0.3914378,0.4631476,1.062794,-0.02755601,0.006375572,0.9110982,-0.03808819,-0.001866466,0.002457483
-1.159037,1.782754,1.062794,-0.02755601,0.006375572,0.9110982,-0.03808819,-0.001866466,0.002457483
-0.939338,1.995053,1.356729,-0.02129799,0.005369946,1.034711,-0.04587097,-0.001050817,0.002490288
-0.2267091,1.011569,0.9248615,-0.01719989,-0.001287427,0.9392558,-0.0488976,-0.001487967,0.002836049
-0.2267091,1.011569,1.032244,-0.02015361,0.002991176,1.221667,-0.05476464,-0.001548166,0.002407049
-0.2267091,1.011569,1.074575,-0.01977735,0.001777167,1.005424,-0.05124647,-0.001944516,0.002891671
-0.596639,1.189704,1.673715,-0.05029891,-0.003400328,1.082533,-0.05164904,-0.001952801,0.002699402
-0.6087685,0.9217671,1.296781,-0.04179357,0.004410677,0.9995011,-0.04101906,-0.00207593,0.002471813
-0.6087685,0.9217671,1.428463,-0.0280694,-0.006788643,1.34219,-0.04466313,-0.002152654,0.001657684
-0.6087685,0.9217671,0.9326311,-0.0178038,0.001158385,1.2359,-0.03608408,-0.001515885,0.0009579263
-0.3658104,0.9678324,0.9326311,-0.0178038,0.001158385,0.9144465,-0.0365265,-0.001600583,0.002272725
-0.8866386,1.810585,1.250753,-0.03754765,-0.001920102,0.9144465,-0.0365265,-0.001600583,0.002272725
-0.8866386,1.810585,1.120728,-0.02314391,-0.0006315291,1.096031,-0.0388174,-0.001643267,0.001750217
-1.251882,1.765992,1.098657,-0.0264577,0.002498038,1.059923,-0.04868206,-0.001444542,0.002170318
-0.7333438,1.869315,1.429707,-0.03908754,-0.002877802,1.015549,-0.03477904,-0.001347046,0.001806342
-1.245811,2.205234,1.429707,-0.03908754,-0.002877802,1.261313,-0.04443627,-0.001789369,0.001553238
-0.7184599,1.59716,1.531778,-0.03890828,-0.003655474,1.125431,-0.03885413,-0.001327187,0.001477746
-1.100942,1.508422,0.981747,-0.02886425,-0.001034413,1.105029,-0.03831821,-0.001587404,0.001731756
-0.7009842,1.391193,0.8327628,-0.01052097,0.008589191,1.021915,-0.04176697,-0.001138333,0.001842422
-0.7009842,1.391193,1.221122,-0.03792464,0.003469365,1.276538,-0.0498665,-0.001303335,0.002088482
-0.7009842,1.391193,1.220987,-0.02934264,0.003811872,1.019875,-0.03661449,-0.001435737,0.001770563
-0.7999596,1.60546,0.8366684,-0.01575015,0.007885598,1.143303,-0.0463986,-0.002240798,0.002613273
-0.8623698,1.460632,1.049671,-0.02147171,0.00421535,1.044313,-0.03612447,-0.002039977,0.002156834
-0.8623698,1.460632,1.08671,-0.03376068,0.003234067,0.9540873,-0.04856066,-0.001697585,0.003087406
-0.8623698,1.460632,1.169736,-0.02664241,0.000239626,1.032304,-0.04963766,-0.001805385,0.003053022
-0.7894948,1.451122,1.259337,-0.03711882,0.0005558516,0.9972747,-0.04895052,-0.001122662,0.002630916
-0.6519364,1.420945,1.336282,-0.03104991,-0.00271532,0.9972747,-0.04895052,-0.001122662,0.002630916
-0.6382069,1.210081,1.310303,-0.0373903,0.003115515,0.9972747,-0.04895052,-0.001122662,0.002630916
-0.6382069,1.210081,1.094012,-0.02508878,0.007446998,1.017233,-0.04621486,-0.001673305,0.002441441
-0.6382069,1.210081,0.8804494,-0.01375696,0.002030179,1.017233,-0.04621486,-0.001673305,0.002441441
-1.270438,1.598733,1.291375,-0.03739284,0.001941822,1.07382,-0.03936053,-0.001002896,0.001689262
-1.004366,2.14132,0.9995575,-0.03160646,0.001830249,1.153497,-0.0395535,-0.001484345,0.001636
-0.8199071,2.047272,1.333284,-0.03686321,-0.003841697,1.071261,-0.03767921,-0.001023948,0.001645869
-0.8199071,2.047272,1.083764,-0.03735682,0.003600887,1.071323,-0.04367556,-0.001422854,0.002215804
-0.4204342,1.645714,0.9432708,-0.03007313,0.005339996,1.058116,-0.03902097,-0.001532364,0.00201061
-0.4204342,1.645714,0.9700886,-0.01759663,-0.0005277833,1.008861,-0.03627197,-0.001633588,0.001644243
-0.5905367,1.694909,1.244284,-0.03409432,0.005271286,1.101335,-0.04021537,-0.001819772,0.00197367
