beta.(Intercept),beta.veg1,alpha.(Intercept),alpha.sal,alpha.twg,delta.(Intercept),delta.sal,delta.fish,delta.turb
-0.6449565,0.7213623,1.356562,-0.03616478,-0.00257878,0.9170383,-0.04969211,-0.001491076,0.002941843
-0.09723109,1.08317,1.510171,-0.04878114,0.005083892,0.9372369,-0.049102,-0.001771028,0.003084219
-0.09723109,1.08317,1.4059,-0.03685437,0.003418462,0.9848849,-0.04365225,-0.001751043,0.002279834
-0.09723109,1.08317,1.453247,-0.03787137,-0.001614298,1.054474,-0.04215939,-0.001281793,0.001747921
-0.3436935,1.249689,1.217368,-0.0269446,0.007471074,1.130902,-0.03399443,-0.00160177,0.001199901
-0.3436935,1.249689,1.095997,-0.02250488,0.002702349,1.015855,-0.03076235,-0.001744566,0.00148523
-0.3436935,1.249689,1.095997,-0.02250488,0.002702349,1.085107,-0.04050923,-0.001477368,0.002139321
-0.3436935,1.249689,0.9136258,-0.0169689,0.0007365416,1.09889,-0.04814185,-0.0009572483,0.00200005
-0.3436935,1.249689,0.8889541,-0.01732835,0.004055733,1.092722,-0.04107768,-0.001535026,0.002081572
-0.5242808,1.430468,0.9540034,-0.02684257,0.007986818,0.9702652,-0.04294733,-0.001636381,0.002655649
-0.5242808,1.430468,1.226142,-0.03584383,0.001970097,0.9861581,-0.03922294,-0.001579268,0.002276211
-0.5242808,1.430468,1.251705,-0.03104786,0.0017013,0.9165493,-0.03592395,-0.001207064,0.002174564
-0.5242808,1.430468,1.551327,-0.03653363,-0.002078203,0.8658584,-0.04692211,-0.001836056,0.003135825
-0.5242808,1.430468,1.023774,-0.01957982,0.002727862,0.8658584,-0.04692211,-0.001836056,0.003135825
-0.5242808,1.430468,1.233193,-0.03337054,-0.00142389,1.016827,-0.04168934,-0.001783944,0.002401334
-0.6217768,1.30181,1.152595,-0.03550741,0.001326388,1.096489,-0.04046793,-0.001785622,0.002077119
-0.6217768,1.30181,1.022368,-0.02364666,0.003440768,1.029861,-0.03575118,-0.001636972,0.001773588
-0.6217768,1.30181,1.075931,-0.02409483,-0.0004640163,1.029861,-0.03575118,-0.001636972,0.001773588
-0.6217768,1.30181,1.123128,-0.03160454,0.004494192,1.273592,-0.04149103,-0.00162494,0.001321625
-0.6217768,1.30181,1.207035,-0.03265806,0.0001533513,0.9864353,-0.03944833,-0.001391252,0.002344846
-0.5549785,1.515423,1.124492,-0.02270044,0.004350031,1.160964,-0.0362476,-0.001464109,0.001572733
-0.5549785,1.515423,1.062203,-0.0180373,0.003812711,0.9859009,-0.04420666,-0.001371492,0.002247767
-0.5549785,1.515423,1.062203,-0.0180373,0.003812711,0.8544462,-0.04118372,-0.001343775,0.002695031
-0.5470496,1.460247,1.17794,-0.0242853,0.001674347,1.08634,-0.03966884,-0.001509864,0.001964296
-0.8852216,1.714238,0.9582568,-0.02567142,0.00124342,0.9405119,-0.0399692,-0.0009060166,0.002067792
-0.8852216,1.714238,1.459266,-0.03879951,0.0003167255,0.986966,-0.04140786,-0.001074943,0.002181688
-0.8852216,1.714238,1.059109,-0.02205105,0.007669671,1.074302,-0.04307684,-0.00138677,0.00263739
-0.6661399,1.446433,1.614418,-0.0412665,-0.002126949,0.8834659,-0.04339538,-0.0009756766,0.002758974
-1.026993,1.661299,1.359968,-0.03935587,0.001958142,1.063274,-0.04466356,-0.0008565038,0.002123597
-0.6444207,1.354401,0.9851275,-0.02454725,0.005901414,0.8320627,-0.03284393,-0.001703372,0.002252126
-0.657503,1.291596,1.375955,-0.04112899,0.001063073,1.218663,-0.04122491,-0.00177572,0.001363264
-0.657503,1.291596,1.15115,-0.0262792,0.0005954651,1.079033,-0.04106397,-0.001428034,0.002192788
-0.657503,1.291596,1.217793,-0.03619774,0.004214906,1.147654,-0.04705289,-0.001686869,0.002107959
-0.657503,1.291596,1.217793,-0.03619774,0.004214906,1.066093,-0.03454612,-0.001348247,0.001557296
-1.002352,1.388594,1.217793,-0.03619774,0.004214906,1.09314,-0.03900447,-0.001301136,0.001702384
-0.4252536,1.051984,1.786127,-0.04465027,-0.007101807,1.139924,-0.03991693,-0.001238429,0.001604195
-0.1899591,0.9621897,1.414616,-0.03338266,0.0001135006,1.121067,-0.04133962,-0.001790761,0.001887183
-0.1899591,0.9621897,1.192388,-0.02770651,-0.002629603,0.9831776,-0.03566205,-0.001683313,0.001565806
-1.035609,1.550753,1.121967,-0.02685602,0.00564925,1.093991,-0.03693336,-0.001641677,0.002064291
-0.7480998,1.382304,1.213945,-0.0299835,-0.000318348,1.097176,-0.04005667,-0.001315245,0.001483958
-0.7480998,1.382304,1.179388,-0.03533944,0.002611253,1.067409,-0.04042839,-0.00195175,0.002238454
-0.6763656,1.030033,1.510153,-0.03845772,-0.002288397,1.203029,-0.03884461,-0.0009473386,0.001349567
-0.6518577,1.156889,1.280607,-0.04006015,0.001030861,1.270937,-0.04854598,-0.001385892,0.001920927
-0.6518577,1.156889,1.262978,-0.03813571,0.004032039,1.069291,-0.03434304,-0.001055888,0.001508796
-0.6518577,1.156889,1.282007,-0.03236784,-0.00336618,0.9253446,-0.03662635,-0.001422579,0.002453996
-0.6490654,1.669004,1.150049,-0.03601813,0.005465357,1.085576,-0.02934323,-0.001321287,0.001117216
-0.6490654,1.669004,1.278602,-0.03506112,0.000859829,1.154145,-0.04210826,-0.001214728,0.001509381
-0.7712897,1.323582,1.440893,-0.04493892,0.0002544107,0.9020583,-0.04250956,-0.001656459,0.002552076
-0.752831,1.554464,1.498452,-0.04342544,-0.001469428,1.060319,-0.04409054,-0.001737098,0.002373515
-0.3347074,1.671045,1.544755,-0.03981859,-0.002208824,1.037946,-0.03796397,-0.001656237,0.00191944
-0.2847325,0.8248056,1.209442,-0.02924774,0.004586902,0.9825568,-0.03637286,-0.001528881,0.002143494
-0.7932053,1.814382,1.019412,-0.02590136,0.002891838,1.010681,-0.04246625,-0.001665093,0.002501555
-0.7932053,1.814382,1.159115,-0.03168455,0.006227589,1.019429,-0.02936809,-0.001533899,0.001431667
-0.8127817,1.471164,1.040864,-0.03443711,0.001345431,1.233161,-0.024344,-0.001236807,0.0005873313
-0.8127817,1.471164,1.059541,-0.02014908,0.006792194,1.088453,-0.03833891,-0.0013143,0.001902053
-0.8725899,1.879371,1.059541,-0.02014908,0.006792194,0.967657,-0.04258893,-0.001220678,0.002381236
-0.0117963,0.1234446,1.23639,-0.02676436,0.0003558264,1.022428,-0.03652323,-0.002082751,0.002311016
-0.0117963,0.1234446,1.179644,-0.0241407,0.002400433,1.252913,-0.04208214,-0.001731111,0.001443908
-0.2674178,1.165238,1.029953,-0.02463071,0.005295803,0.803225,-0.03313421,-0.001326819,0.002622306
-0.688214,1.252518,1.389879,-0.0344375,-0.002475735,0.9782372,-0.042626,-0.001115876,0.002088939
-0.6420848,1.037335,0.7635404,-0.01261347,0.006510067,1.375558,-0.04986752,-0.002157132,0.001930262
-0.6420848,1.037335,0.7764482,-0.01507239,0.001369688,1.082816,-0.03613445,-0.002015121,0.001574343
-0.6420848,1.037335,0.7764482,-0.01507239,0.001369688,0.9546611,-0.03796294,-0.001294608,0.002039182
-0.6420848,1.037335,0.7764482,-0.01507239,0.001369688,1.156157,-0.03845086,-0.001419165,0.001156507
-0.6420848,1.037335,0.7764482,-0.01507239,0.001369688,1.109185,-0.04110853,-0.001624986,0.002028833
-0.4487343,1.260524,1.198347,-0.02976002,-0.003674546,0.9511353,-0.04117569,-0.001418592,0.002575242
-0.4487343,1.260524,1.270383,-0.03272959,-0.0008084723,0.9722198,-0.04196171,-0.00202047,0.002588778
-0.4487343,1.260524,1.270383,-0.03272959,-0.0008084723,1.120709,-0.04235503,-0.001695955,0.002324437
-0.9366405,2.346844,0.7929927,-0.01802869,0.004914724,1.1108,-0.04695901,-0.001692609,0.002612781
-0.9509534,1.927668,1.098729,-0.03151343,0.00152219,0.922421,-0.03647689,-0.0006044074,0.002004613
-0.9509534,1.927668,1.098729,-0.03151343,0.00152219,1.020451,-0.03969903,-0.001070657,0.001611653
-1.018935,1.976204,1.126051,-0.02647234,0.00424919,0.8977808,-0.04694263,-0.001632471,0.002801933
-0.7829687,1.830532,1.029433,-0.0232834,0.001817038,0.9505102,-0.04316566,-0.00148387,0.002756302
-0.7753512,1.240578,1.049631,-0.02288899,0.004429387,0.9455464,-0.04753899,-0.001322126,0.002600827
-0.6152635,1.511948,1.049631,-0.02288899,0.004429387,1.033034,-0.0446092,-0.001780876,0.002755832
-0.6217215,1.184271,1.049631,-0.02288899,0.004429387,0.8098147,-0.03997925,-0.001451644,0.00299412
-0.6217215,1.184271,1.122897,-0.02959873,0.009308685,0.8098147,-0.03997925,-0.001451644,0.00299412
-0.5069411,1.450703,1.122897,-0.02959873,0.009308685,1.099723,-0.03811066,-0.001795241,0.001973621
-0.7826191,1.81223,1.010419,-0.02414594,0.003391622,0.982799,-0.04673001,-0.001499066,0.002804371
-0.4986503,0.7157965,1.010419,-0.02414594,0.003391622,0.9307957,-0.03704086,-0.001908039,0.002315682
-0.4986503,0.7157965,1.102457,-0.03316178,0.005120974,0.9613407,-0.03547461,-0.00120264,0.001913287
-0.4755134,0.987455,1.035396,-0.03280992,0.007933547,0.9415629,-0.03732579,-0.001567824,0.002177002
-0.4755134,0.987455,1.479668,-0.03472352,0.006148015,0.8453111,-0.03250941,-0.0008573665,0.002059363
-0.06955338,1.385148,1.479668,-0.03472352,0.006148015,0.8820997,-0.0350731,-0.001210446,0.001871122
-0.06955338,1.385148,1.076709,-0.02523779,0.003178416,0.9925687,-0.05207292,-0.001260747,0.002950745
-0.06955338,1.385148,1.099127,-0.03138357,0.005883515,0.9925687,-0.05207292,-0.001260747,0.002950745
-1.213382,2.120225,1.115947,-0.02174602,0.001228587,1.264716,-0.0518628,-0.001760949,0.001719387
-0.3258573,1.668516,1.364235,-0.04012929,0.001148133,0.9368967,-0.04528584,-0.001706768,0.002915925
-0.3258573,1.668516,1.051532,-0.02552881,0.003120127,1.198536,-0.04275119,-0.002013301,0.001768693
-0.3380664,1.049823,1.051532,-0.02552881,0.003120127,0.9561165,-0.04530192,-0.00124475,0.002334599
-0.7512224,1.377671,1.709732,-0.04477271,-0.002327142,0.9596702,-0.04088684,-0.001383738,0.002207734
-0.7512224,1.377671,1.442835,-0.03258409,0.004002759,1.079373,-0.0403746,-0.001525846,0.002042164
-0.8087379,1.291037,1.115932,-0.02099456,0.003161297,1.062474,-0.04265624,-0.001550119,0.002380923
-0.6091812,0.7952976,1.561183,-0.04451022,-0.001298039,0.7634278,-0.02892528,-0.001058541,0.001512764
-0.6091812,0.7952976,1.446124,-0.04296075,0.003586071,0.906877,-0.04263333,-0.0008258917,0.002704826
-0.4879494,1.125931,1.424373,-0.03346665,0.0001577555,0.9601777,-0.03480632,-0.001614485,0.001684197
-0.4879494,1.125931,1.387119,-0.04124082,0.002404954,1.034038,-0.04035645,-0.001536992,0.002297468
-1.587793,2.114107,1.231432,-0.03237918,0.00237839,1.05356,-0.03674587,-0.001644675,0.001897077
-0.6278119,1.106428,1.339807,-0.04143729,-0.003851535,0.908159,-0.02918861,-0.001552072,0.001670454
-0.8185327,1.61542,1.744499,-0.05098263,-0.006460676,0.908159,-0.02918861,-0.001552072,0.001670454
-1.156247,1.663776,1.245832,-0.01756299,0.001178406,0.989994,-0.04379437,-0.001965552,0.002641098
-1.351237,1.969328,1.210899,-0.02923961,-0.0009034533,0.9182324,-0.03836494,-0.001853709,0.002492815
-0.8814559,1.8834,0.8504206,-0.01602871,0.008042902,0.9772758,-0.0436926,-0.001505587,0.002531328
-0.8713283,1.49856,1.321748,-0.03633054,0.0005542068,1.049267,-0.04884635,-0.001630261,0.002653386
-0.9349827,1.759599,1.036725,-0.02074569,0.001456668,0.9057356,-0.04089722,-0.001307519,0.002393973
-0.777574,1.575031,1.036725,-0.02074569,0.001456668,1.045029,-0.03795464,-0.001912143,0.002316941
-0.777574,1.575031,1.086708,-0.02232538,0.003516622,1.081274,-0.04420126,-0.001609887,0.002236473
-0.7306244,1.221977,1.086708,-0.02232538,0.003516622,0.9470349,-0.02757356,-0.001186768,0.001554652
-0.7306244,1.221977,1.191196,-0.03284642,0.007691956,0.8915895,-0.03845239,-0.00129821,0.002508192
-0.7306244,1.221977,1.191196,-0.03284642,0.007691956,1.030038,-0.04011419,-0.001296133,0.002314364
-0.6269651,1.170325,1.330227,-0.03460233,0.003217795,1.115379,-0.04733153,-0.001581943,0.002324877
-0.6269651,1.170325,1.305508,-0.0333225,0.002161905,1.032018,-0.04048878,-0.001202408,0.00200879
-0.9719754,1.442128,1.646622,-0.04656704,0.003843676,0.9992466,-0.04496922,-0.0007840993,0.002369873
-0.583643,1.034982,1.308003,-0.03636094,-0.0008231817,0.9992466,-0.04496922,-0.0007840993,0.002369873
-0.583643,1.034982,1.220139,-0.02898984,0.003018906,1.017196,-0.04202911,-0.001307171,0.002501792
-0.583643,1.034982,1.237331,-0.02966266,-0.001891806,0.9649709,-0.0406633,-0.001544411,0.002313703
-0.583643,1.034982,1.285279,-0.04043272,0.00305559,1.332205,-0.04246439,-0.001379372,0.0008970719
-0.583643,1.034982,1.329635,-0.02437284,-0.001241872,0.9047225,-0.04330756,-0.001056006,0.002628267
-0.583643,1.034982,1.329635,-0.02437284,-0.001241872,0.9047225,-0.04330756,-0.001056006,0.002628267
-0.583643,1.034982,1.455566,-0.03750241,0.004024813,1.237773,-0.04727005,-0.001190038,0.00151891
-0.6766686,1.189712,1.448107,-0.03743045,0.003792726,1.183007,-0.04136838,-0.001025883,0.001261828
-0.6766686,1.189712,1.098785,-0.02214669,0.0009108369,1.0437,-0.03706492,-0.001495344,0.001381039
-0.6766686,1.189712,1.109313,-0.0308818,0.003729526,1.135466,-0.04343068,-0.002005549,0.002225064
-0.771696,1.062726,1.437818,-0.03696433,-0.000426845,1.269288,-0.04626449,-0.001400327,0.001529035
-0.7815055,1.300791,1.280951,-0.03151404,-0.007242285,1.050629,-0.0447668,-0.001292208,0.002159069
-0.7815055,1.300791,1.202876,-0.02991102,0.004798151,1.034543,-0.04818018,-0.001649451,0.002534354
-0.582396,1.442315,1.300419,-0.03463658,-0.001064483,0.970739,-0.03615709,-0.001776042,0.00202062
-0.4884071,1.149615,1.300419,-0.03463658,-0.001064483,1.13791,-0.02637682,-0.001034064,0.0005265141
-0.4884071,1.149615,1.621981,-0.04087306,-0.005089522,1.060379,-0.04902673,-0.001157652,0.002103114
-0.4884071,1.149615,1.123007,-0.02775458,0.00497685,0.7951656,-0.04709406,-0.001329734,0.003055666
-0.8732969,1.164594,0.9442302,-0.02013593,0.0007140562,0.7951656,-0.04709406,-0.001329734,0.003055666
-1.262442,1.821519,1.075924,-0.01856767,-0.000885302,0.8098912,-0.0547689,-0.0009791861,0.003562188
-0.8465356,1.543997,0.8420773,-0.01475769,0.007381087,0.8098912,-0.0547689,-0.0009791861,0.003562188
-0.8465356,1.543997,1.135662,-0.02863875,-0.00101085,0.8098912,-0.0547689,-0.0009791861,0.003562188
-0.7577301,1.377956,1.187832,-0.03739202,0.007770699,0.8098912,-0.0547689,-0.0009791861,0.003562188
-0.7577301,1.377956,1.451681,-0.04278412,-0.002448894,0.8098912,-0.0547689,-0.0009791861,0.003562188
-1.378926,2.192683,0.7303495,-0.006027929,0.006581382,0.8098912,-0.0547689,-0.0009791861,0.003562188
-1.247579,2.075847,0.7303495,-0.006027929,0.006581382,0.8098912,-0.0547689,-0.0009791861,0.003562188
-0.8702343,1.86957,0.7303495,-0.006027929,0.006581382,0.8098912,-0.0547689,-0.0009791861,0.003562188
-0.2601569,1.254065,0.98282,-0.01793192,0.001322927,0.8098912,-0.0547689,-0.0009791861,0.003562188
-0.4529674,0.9898368,0.98282,-0.01793192,0.001322927,0.8098912,-0.0547689,-0.0009791861,0.003562188
-0.4529674,0.9898368,0.9460745,-0.02109507,0.002418461,0.8813033,-0.04225864,-0.001384073,0.002552663
-0.4529674,0.9898368,1.178247,-0.03526311,0.002875369,0.9505816,-0.04495203,-0.001257164,0.002709268
-0.4529674,0.9898368,1.237325,-0.0321271,0.003665378,0.9702542,-0.03402881,-0.001196212,0.001676885
-0.9622967,1.710789,0.9667054,-0.02437315,-0.000356637,0.9702542,-0.03402881,-0.001196212,0.001676885
-0.9622967,1.710789,0.9667054,-0.02437315,-0.000356637,0.9608979,-0.03843928,-0.001165198,0.001773091
-0.8947274,1.277023,1.473617,-0.04515384,0.001356642,1.069709,-0.03082039,-0.0007344095,0.0009366745
-0.1654796,1.630396,0.8727137,-0.0199199,0.005914083,1.080201,-0.04072407,-0.001512417,0.002034256
-1.027192,1.714408,1.234489,-0.02720577,0.002432942,0.9853935,-0.0543524,-0.001993946,0.003337456
-1.634232,2.427628,1.234489,-0.02720577,0.002432942,0.9853935,-0.0543524,-0.001993946,0.003337456
-0.7828388,1.708564,1.234489,-0.02720577,0.002432942,1.140595,-0.04273782,-0.00175995,0.001997446
-0.7872841,1.790394,1.282939,-0.03663428,0.005827168,0.7594498,-0.04142187,-0.001245497,0.003097
-0.212081,0.9473386,1.5179,-0.05023898,0.001247185,0.9592708,-0.03316736,-0.001508217,0.002213034
-0.4774782,0.8351453,1.219452,-0.03113847,0.001096381,0.996848,-0.04141427,-0.001263947,0.001766995
-0.4774782,0.8351453,1.219452,-0.03113847,0.001096381,1.089162,-0.03915781,-0.001065912,0.001851614
-0.4774782,0.8351453,1.307565,-0.03465056,-0.002332829,1.129634,-0.03811944,-0.001663344,0.00166789
-0.4774782,0.8351453,1.536832,-0.04762639,0.004328764,0.9878285,-0.04026793,-0.001274884,0.001913235
-0.4774782,0.8351453,1.475362,-0.04197067,-0.001357032,0.929313,-0.03271475,-0.001533728,0.002042141
-0.4774782,0.8351453,1.028662,-0.02652967,0.003180539,1.074762,-0.03794548,-0.001504524,0.001933187
-0.4774782,0.8351453,1.342972,-0.03209043,0.0008939162,1.132968,-0.04122102,-0.001456819,0.002000052
-0.4774782,0.8351453,1.925994,-0.05353284,-0.006910799,0.9059394,-0.03918621,-0.001218044,0.002388625
-0.4774782,0.8351453,1.122146,-0.03137109,0.001748068,0.9092216,-0.04716765,-0.0008839853,0.002781167
-0.4774782,0.8351453,1.261474,-0.0332703,0.001654765,1.116139,-0.0474173,-0.001300982,0.002110449
-0.4774782,0.8351453,1.261474,-0.0332703,0.001654765,0.9110807,-0.04243842,-0.001300129,0.002420385
-0.3955279,1.157808,1.490014,-0.04179006,0.0007736541,1.067428,-0.04187956,-0.001560461,0.001994909
-0.8551027,1.691171,1.452681,-0.0424988,0.0004249539,1.073473,-0.03559612,-0.001480214,0.001612829
-0.2703344,1.104571,1.701213,-0.04837343,-0.004537996,0.9105296,-0.03317049,-0.001185699,0.001798578
-0.2703344,1.104571,1.584086,-0.04180686,-0.002376709,0.9824575,-0.0405494,-0.001785207,0.002206159
-0.8666481,1.309351,1.375064,-0.02939862,-0.00344404,1.089849,-0.04618162,-0.001567661,0.002293556
-0.8666481,1.309351,1.373799,-0.03612922,0.001281081,1.003703,-0.03122666,-0.001312112,0.001734966
-0.8666481,1.309351,1.090314,-0.02870447,0.006045524,1.108814,-0.0302593,-0.001517589,0.001135848
-0.8740589,2.190217,1.090314,-0.02870447,0.006045524,1.178374,-0.03810878,-0.001160194,0.0009905821
-0.8726427,2.070688,0.9159476,-0.03038662,-0.0003280797,0.8508836,-0.04265464,-0.00110391,0.002783872
-0.8726427,2.070688,1.377959,-0.03810346,-0.001239129,0.8508836,-0.04265464,-0.00110391,0.002783872
-1.173759,1.510372,1.117894,-0.02372683,0.0002001727,1.029422,-0.04884814,-0.001164975,0.002426871
-0.7063782,1.073164,0.9654401,-0.02442081,0.007647904,1.008452,-0.04892531,-0.001259746,0.002520507
-0.7063782,1.073164,1.073455,-0.01992294,0.00396406,1.00855,-0.04988917,-0.001769072,0.002972866
-0.7063782,1.073164,1.34359,-0.03959508,0.002142477,1.004405,-0.0330066,-0.00150406,0.001970224
-0.7063782,1.073164,1.406419,-0.04063167,-0.0005230534,1.13837,-0.04740044,-0.001439318,0.002487898
-0.7063782,1.073164,1.348973,-0.03409185,0.002193087,1.004932,-0.03834003,-0.001453336,0.001851054
-0.5404811,1.785582,1.348973,-0.03409185,0.002193087,1.094723,-0.0369325,-0.001151828,0.001459843
-0.4497453,1.916581,0.83858,-0.01928789,0.005167254,0.8148503,-0.03728148,-0.001117974,0.002598354
-1.338368,2.087383,1.187867,-0.03249865,0.004932343,1.001092,-0.03915933,-0.001166098,0.002073858
-0.6008613,2.049218,0.9555492,-0.02341394,0.003531129,1.083568,-0.03341353,-0.001346244,0.001612971
-0.5991444,1.748752,0.9555492,-0.02341394,0.003531129,0.9960728,-0.04361478,-0.001394321,0.00239928
-0.5991444,1.748752,0.9383127,-0.02443246,0.001548391,1.078925,-0.04322209,-0.001575356,0.002404562
-0.5991444,1.748752,0.8454846,-0.01587814,0.002596462,0.9830228,-0.03467331,-0.001283602,0.002054516
-0.491732,1.602309,0.8454846,-0.01587814,0.002596462,1.047026,-0.03628946,-0.001789675,0.001793602
-0.676525,1.326437,0.8454846,-0.01587814,0.002596462,1.13174,-0.04420811,-0.001590761,0.002101454
-0.676525,1.326437,1.325328,-0.02864525,-0.005575886,0.8412245,-0.04369243,-0.00118778,0.00270197
-1.101438,1.739804,1.243828,-0.03005198,0.00238276,1.081705,-0.04205188,-0.001872067,0.002403594
-0.6855902,1.307143,1.133361,-0.03013691,0.006040169,1.032083,-0.03734312,-0.001707945,0.002036447
-0.5865247,1.483307,1.394517,-0.03352384,-0.0005460715,1.032083,-0.03734312,-0.001707945,0.002036447
-0.6545057,1.673214,1.244761,-0.03203007,-0.003633914,1.014875,-0.03831937,-0.0009736791,0.001901577
-0.8296217,1.021651,1.242374,-0.03676315,0.0007304175,1.138472,-0.04132428,-0.001642986,0.001959611
-0.8296217,1.021651,1.347232,-0.03328017,-0.002062339,0.9100773,-0.03890393,-0.001861607,0.002449081
-0.8296217,1.021651,1.573752,-0.0426651,-0.005464028,0.9881582,-0.03929783,-0.001366702,0.002123929
-0.8090555,1.655468,1.238535,-0.0279046,0.002214314,1.25339,-0.03807322,-0.001520909,0.001381975
-0.8090555,1.655468,1.422579,-0.04509014,-0.0007000098,1.088268,-0.04202197,-0.001976135,0.002222002
-1.14493,2.014664,1.097087,-0.03364181,0.001131335,0.9210502,-0.03781606,-0.001300787,0.002267128
-1.014928,1.511741,0.9889373,-0.0252266,0.007825173,1.054724,-0.03638659,-0.000988472,0.001585107
-1.469716,2.319709,0.9889373,-0.0252266,0.007825173,1.070259,-0.03493342,-0.001336402,0.001658056
-1.070447,1.433493,1.029578,-0.01995349,0.008562189,1.17318,-0.04316116,-0.001732469,0.001711288
-1.070447,1.433493,1.029578,-0.01995349,0.008562189,1.068511,-0.04335742,-0.001718204,0.002300345
-0.7215376,1.412449,1.18581,-0.0304539,-0.001165408,1.005179,-0.03713329,-0.001560394,0.002221779
-0.3238336,0.7687444,1.232032,-0.03510337,-0.002522612,0.9500866,-0.04259542,-0.001575897,0.00250183
-0.3238336,0.7687444,1.277942,-0.03155989,-0.002596017,1.006262,-0.04027274,-0.001962561,0.002525504
-0.3238336,0.7687444,1.249229,-0.03615778,0.0002411227,1.006262,-0.04027274,-0.001962561,0.002525504
-0.8401694,1.499482,1.131597,-0.02603779,0.00427384,0.9437219,-0.04927391,-0.00142464,0.003124074
-0.8401694,1.499482,1.270732,-0.03118736,-0.0003900408,0.8820064,-0.04530288,-0.001215136,0.002663281
-0.5310323,1.625234,1.472191,-0.04067798,-0.001979373,0.9387024,-0.03352304,-0.001225004,0.00197857
-0.5310323,1.625234,1.415158,-0.03800192,-0.001795832,0.9387024,-0.03352304,-0.001225004,0.00197857
-0.9790885,1.519969,1.151581,-0.02435145,-7.702597e-05,1.046108,-0.0383908,-0.001774935,0.002017413
-0.8535151,1.894271,1.107806,-0.02508897,-0.0003947623,1.148749,-0.0479391,-0.001835904,0.002249777
-1.176143,1.842582,1.123135,-0.02692343,-0.001493252,1.003795,-0.04418054,-0.001847041,0.002646998
-1.311219,2.036473,1.723539,-0.04251763,-0.006259403,1.29073,-0.0490883,-0.002007287,0.002051744
-0.9481795,1.641274,1.39409,-0.03546602,-0.003485889,1.143328,-0.04757478,-0.001689268,0.002423737
-0.9523587,1.814907,1.133598,-0.02411805,0.004559354,1.145242,-0.03898989,-0.001546143,0.001580679
-0.6250485,1.79811,1.096014,-0.02973287,0.004944268,0.9745265,-0.03422676,-0.001197043,0.001799393
-0.6250485,1.79811,0.9247064,-0.02592766,0.002166521,1.100527,-0.03944516,-0.0007735526,0.001510542
-0.8789462,2.156949,1.162252,-0.02294027,0.0002810936,1.087362,-0.04558713,-0.001642207,0.002512395
-1.324033,2.027751,1.267563,-0.03720768,-0.0003778113,0.7662514,-0.03340399,-0.001649211,0.002425304
-0.8203176,1.048005,1.267563,-0.03720768,-0.0003778113,0.7662514,-0.03340399,-0.001649211,0.002425304
-0.8203176,1.048005,1.267563,-0.03720768,-0.0003778113,1.172655,-0.03586607,-0.001950741,0.001429705
-0.8203176,1.048005,1.349397,-0.03413167,0.001385645,0.8404005,-0.04294983,-0.001176259,0.002658531
-0.6266262,1.455046,1.287911,-0.02809306,-0.004227804,1.101832,-0.03780495,-0.00155931,0.001679001
-0.6266262,1.455046,1.223213,-0.03399678,0.001481231,0.8660245,-0.03509144,-0.0014902,0.001983373
-0.5715382,1.62858,1.426448,-0.03713772,0.002449056,1.04223,-0.03750095,-0.001932463,0.002225368
-0.1788597,1.380683,1.167771,-0.03128712,-0.001935914,1.051085,-0.03641515,-0.001423765,0.001866677
-0.1788597,1.380683,1.167771,-0.03128712,-0.001935914,1.271384,-0.04769312,-0.001702599,0.002170092
-0.8826149,1.711885,1.455744,-0.03488637,-0.0005899366,0.9797461,-0.03088305,-0.0007191392,0.001469422
-0.518069,1.247675,1.502625,-0.03711828,-0.003293461,1.067732,-0.0341178,-0.001626401,0.001709204
-0.518069,1.247675,1.093766,-0.03036956,0.007225457,0.8936886,-0.0414603,-0.001799235,0.002638764
-1.106343,1.710093,1.093766,-0.03036956,0.007225457,1.123088,-0.0547298,-0.002247298,0.003026987
-1.106343,1.710093,1.177625,-0.03289695,0.006953,0.9993165,-0.03574762,-0.001935737,0.002086742
-0.926992,1.78716,1.177625,-0.03289695,0.006953,0.9944754,-0.03197975,-0.00102672,0.001463385
-0.9125187,1.812282,1.045596,-0.02840014,0.003131524,0.9944754,-0.03197975,-0.00102672,0.001463385
-1.183232,1.511787,1.440992,-0.04316739,9.702911e-05,1.114045,-0.04323789,-0.001485087,0.001929492
-1.183232,1.511787,0.9775794,-0.01907683,0.001701812,1.146196,-0.038228,-0.001461066,0.001571312
-1.183232,1.511787,1.426409,-0.03855351,0.002217764,1.016127,-0.04119553,-0.001443463,0.001771391
-0.2297161,0.6451853,1.099316,-0.0247244,-0.000552723,1.140648,-0.04162087,-0.001156272,0.00147375
-0.3222995,1.056879,1.286277,-0.02948265,-0.0001615646,1.329533,-0.03820564,-0.001313305,0.001016148
-0.3222995,1.056879,1.633675,-0.04433128,-0.002224192,1.280018,-0.03904671,-0.001567354,0.001233325
-0.831341,1.622127,1.412557,-0.03712606,0.002090548,1.10625,-0.03616229,-0.001110208,0.001212977
-1.186727,1.864404,1.127579,-0.02903805,0.001660135,1.166064,-0.05481997,-0.001896292,0.003029955
-0.2076644,0.6181675,1.292364,-0.03100875,-0.0003132083,1.125986,-0.05145753,-0.001938424,0.0025248
-0.2076644,0.6181675,1.116964,-0.03608175,0.001000665,1.136748,-0.05144364,-0.002009799,0.002756538
-0.2076644,0.6181675,1.116964,-0.03608175,0.001000665,1.136748,-0.05144364,-0.002009799,0.002756538
